[2025-06-13T12:04:17.146+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: weather_data_pipeline.start_kafka_producer scheduled__2025-06-12T21:00:00+00:00 [queued]>
[2025-06-13T12:04:17.192+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: weather_data_pipeline.start_kafka_producer scheduled__2025-06-12T21:00:00+00:00 [queued]>
[2025-06-13T12:04:17.201+0000] {taskinstance.py:2171} INFO - Starting attempt 1 of 3
[2025-06-13T12:04:17.282+0000] {taskinstance.py:2192} INFO - Executing <Task(BashOperator): start_kafka_producer> on 2025-06-12 21:00:00+00:00
[2025-06-13T12:04:17.311+0000] {standard_task_runner.py:60} INFO - Started process 293 to run task
[2025-06-13T12:04:17.319+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'weather_data_pipeline', 'start_kafka_producer', 'scheduled__2025-06-12T21:00:00+00:00', '--job-id', '64', '--raw', '--subdir', 'DAGS_FOLDER/data_pipeline_dag.py', '--cfg-path', '/tmp/tmpjd0xkeqg']
[2025-06-13T12:04:17.336+0000] {standard_task_runner.py:88} INFO - Job 64: Subtask start_kafka_producer
[2025-06-13T12:04:17.574+0000] {task_command.py:423} INFO - Running <TaskInstance: weather_data_pipeline.start_kafka_producer scheduled__2025-06-12T21:00:00+00:00 [running]> on host 860acdfc1f6c
[2025-06-13T12:04:18.080+0000] {taskinstance.py:2481} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Daniel' AIRFLOW_CTX_DAG_ID='weather_data_pipeline' AIRFLOW_CTX_TASK_ID='start_kafka_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-06-12T21:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-06-12T21:00:00+00:00'
[2025-06-13T12:04:18.111+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-06-13T12:04:18.137+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python3 /opt/***/scripts/real_api_producer.py']
[2025-06-13T12:04:18.214+0000] {subprocess.py:86} INFO - Output:
[2025-06-13T12:08:53.836+0000] {subprocess.py:93} INFO - 🔄 Sending real Indian weather data to Kafka...
[2025-06-13T12:08:53.847+0000] {subprocess.py:93} INFO - ❌ Failed for Delhi: HTTPSConnectionPool(host='api.open-meteo.com', port=443): Max retries exceeded with url: /v1/forecast?latitude=28.6139&longitude=77.209&current_weather=true (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f4a9c542dc0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
[2025-06-13T12:08:53.848+0000] {subprocess.py:93} INFO - ❌ Failed for Mumbai: HTTPSConnectionPool(host='api.open-meteo.com', port=443): Max retries exceeded with url: /v1/forecast?latitude=19.076&longitude=72.8777&current_weather=true (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f4a9c542e20>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
[2025-06-13T12:08:53.849+0000] {subprocess.py:93} INFO - ❌ Failed for Bangalore: HTTPSConnectionPool(host='api.open-meteo.com', port=443): Max retries exceeded with url: /v1/forecast?latitude=12.9716&longitude=77.5946&current_weather=true (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f4a9c542e20>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
[2025-06-13T12:08:53.850+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Chennai', 'temperature': 31.9, 'windspeed': 8.7, 'temperature_f': 89.41999999999999, 'timestamp': '2025-06-13 12:04:53'}
[2025-06-13T12:08:53.850+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Kolkata', 'temperature': 31.1, 'windspeed': 6.5, 'temperature_f': 87.98, 'timestamp': '2025-06-13 12:04:55'}
[2025-06-13T12:08:53.851+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Hyderabad', 'temperature': 28.9, 'windspeed': 2.3, 'temperature_f': 84.02, 'timestamp': '2025-06-13 12:05:02'}
[2025-06-13T12:08:53.852+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Ahmedabad', 'temperature': 38.7, 'windspeed': 11.3, 'temperature_f': 101.66, 'timestamp': '2025-06-13 12:05:08'}
[2025-06-13T12:08:53.852+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Pune', 'temperature': 27.9, 'windspeed': 8.2, 'temperature_f': 82.22, 'timestamp': '2025-06-13 12:05:10'}
[2025-06-13T12:08:53.853+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Jaipur', 'temperature': 41.2, 'windspeed': 12.9, 'temperature_f': 106.16, 'timestamp': '2025-06-13 12:05:16'}
[2025-06-13T12:08:53.854+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Lucknow', 'temperature': 37.2, 'windspeed': 9.4, 'temperature_f': 98.96000000000001, 'timestamp': '2025-06-13 12:05:18'}
[2025-06-13T12:08:53.855+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Kanpur', 'temperature': 38.0, 'windspeed': 11.1, 'temperature_f': 100.4, 'timestamp': '2025-06-13 12:05:24'}
[2025-06-13T12:08:53.856+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Nagpur', 'temperature': 35.0, 'windspeed': 7.2, 'temperature_f': 95.0, 'timestamp': '2025-06-13 12:05:26'}
[2025-06-13T12:08:53.857+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Indore', 'temperature': 35.9, 'windspeed': 3.8, 'temperature_f': 96.61999999999999, 'timestamp': '2025-06-13 12:05:33'}
[2025-06-13T12:08:53.857+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Surat', 'temperature': 31.0, 'windspeed': 12.2, 'temperature_f': 87.8, 'timestamp': '2025-06-13 12:05:41'}
[2025-06-13T12:08:53.858+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Bhopal', 'temperature': 38.2, 'windspeed': 6.8, 'temperature_f': 100.76, 'timestamp': '2025-06-13 12:05:47'}
[2025-06-13T12:08:53.859+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Patna', 'temperature': 38.5, 'windspeed': 8.7, 'temperature_f': 101.3, 'timestamp': '2025-06-13 12:05:49'}
[2025-06-13T12:08:53.859+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Ludhiana', 'temperature': 40.8, 'windspeed': 9.2, 'temperature_f': 105.44, 'timestamp': '2025-06-13 12:05:55'}
[2025-06-13T12:08:53.860+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Agra', 'temperature': 38.6, 'windspeed': 14.1, 'temperature_f': 101.48, 'timestamp': '2025-06-13 12:06:01'}
[2025-06-13T12:08:53.861+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Varanasi', 'temperature': 40.1, 'windspeed': 9.8, 'temperature_f': 104.18, 'timestamp': '2025-06-13 12:06:07'}
[2025-06-13T12:08:53.861+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Madurai', 'temperature': 31.5, 'windspeed': 28.1, 'temperature_f': 88.7, 'timestamp': '2025-06-13 12:06:13'}
