[2025-08-11T06:19:27.871+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: weather_data_pipeline.start_weather_producer manual__2025-08-11T06:19:25.366593+00:00 [queued]>
[2025-08-11T06:19:27.884+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: weather_data_pipeline.start_weather_producer manual__2025-08-11T06:19:25.366593+00:00 [queued]>
[2025-08-11T06:19:27.885+0000] {taskinstance.py:2171} INFO - Starting attempt 1 of 2
[2025-08-11T06:19:27.906+0000] {taskinstance.py:2192} INFO - Executing <Task(BashOperator): start_weather_producer> on 2025-08-11 06:19:25.366593+00:00
[2025-08-11T06:19:27.910+0000] {standard_task_runner.py:60} INFO - Started process 221 to run task
[2025-08-11T06:19:27.915+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'weather_data_pipeline', 'start_weather_producer', 'manual__2025-08-11T06:19:25.366593+00:00', '--job-id', '14', '--raw', '--subdir', 'DAGS_FOLDER/data_pipeline_dag.py', '--cfg-path', '/tmp/tmpfac21vop']
[2025-08-11T06:19:27.918+0000] {standard_task_runner.py:88} INFO - Job 14: Subtask start_weather_producer
[2025-08-11T06:19:27.979+0000] {task_command.py:423} INFO - Running <TaskInstance: weather_data_pipeline.start_weather_producer manual__2025-08-11T06:19:25.366593+00:00 [running]> on host 3e2a6b15d0b2
[2025-08-11T06:19:28.082+0000] {taskinstance.py:2481} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Daniel' AIRFLOW_CTX_DAG_ID='weather_data_pipeline' AIRFLOW_CTX_TASK_ID='start_weather_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-08-11T06:19:25.366593+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-11T06:19:25.366593+00:00'
[2025-08-11T06:19:28.084+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-08-11T06:19:28.086+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python /opt/***/scripts/real_api_producer.py']
[2025-08-11T06:19:28.096+0000] {subprocess.py:86} INFO - Output:
[2025-08-11T06:21:41.341+0000] {subprocess.py:93} INFO - 🔄 Sending real Indian weather data to Kafka...
[2025-08-11T06:21:41.345+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Delhi', 'temperature': 32.5, 'windspeed': 8.6, 'temperature_f': 90.5, 'timestamp': '2025-08-11 06:19:29'}
[2025-08-11T06:21:41.347+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Mumbai', 'temperature': 28.2, 'windspeed': 10.7, 'temperature_f': 82.75999999999999, 'timestamp': '2025-08-11 06:19:31'}
[2025-08-11T06:21:41.348+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Bangalore', 'temperature': 24.2, 'windspeed': 15.8, 'temperature_f': 75.56, 'timestamp': '2025-08-11 06:19:33'}
[2025-08-11T06:21:41.349+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Chennai', 'temperature': 31.4, 'windspeed': 14.4, 'temperature_f': 88.52, 'timestamp': '2025-08-11 06:19:35'}
[2025-08-11T06:21:41.351+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Kolkata', 'temperature': 32.9, 'windspeed': 6.3, 'temperature_f': 91.22, 'timestamp': '2025-08-11 06:19:37'}
[2025-08-11T06:21:41.352+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Hyderabad', 'temperature': 27.1, 'windspeed': 11.9, 'temperature_f': 80.78, 'timestamp': '2025-08-11 06:19:39'}
[2025-08-11T06:21:41.353+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Ahmedabad', 'temperature': 31.5, 'windspeed': 10.3, 'temperature_f': 88.7, 'timestamp': '2025-08-11 06:19:41'}
[2025-08-11T06:21:41.354+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Pune', 'temperature': 28.6, 'windspeed': 11.9, 'temperature_f': 83.48, 'timestamp': '2025-08-11 06:19:43'}
[2025-08-11T06:21:41.355+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Jaipur', 'temperature': 32.0, 'windspeed': 15.0, 'temperature_f': 89.6, 'timestamp': '2025-08-11 06:19:45'}
[2025-08-11T06:21:41.356+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Lucknow', 'temperature': 30.7, 'windspeed': 6.0, 'temperature_f': 87.26, 'timestamp': '2025-08-11 06:19:47'}
[2025-08-11T06:21:41.357+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Kanpur', 'temperature': 30.5, 'windspeed': 7.6, 'temperature_f': 86.9, 'timestamp': '2025-08-11 06:19:50'}
[2025-08-11T06:21:41.358+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Nagpur', 'temperature': 29.4, 'windspeed': 7.9, 'temperature_f': 84.91999999999999, 'timestamp': '2025-08-11 06:19:52'}
[2025-08-11T06:21:41.359+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Indore', 'temperature': 28.4, 'windspeed': 12.6, 'temperature_f': 83.12, 'timestamp': '2025-08-11 06:19:55'}
[2025-08-11T06:21:41.359+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Surat', 'temperature': 28.0, 'windspeed': 9.6, 'temperature_f': 82.4, 'timestamp': '2025-08-11 06:19:57'}
[2025-08-11T06:21:41.360+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Bhopal', 'temperature': 27.9, 'windspeed': 11.3, 'temperature_f': 82.22, 'timestamp': '2025-08-11 06:19:59'}
[2025-08-11T06:21:41.361+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Patna', 'temperature': 31.4, 'windspeed': 3.7, 'temperature_f': 88.52, 'timestamp': '2025-08-11 06:20:01'}
[2025-08-11T06:21:41.362+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Ludhiana', 'temperature': 32.4, 'windspeed': 3.3, 'temperature_f': 90.32, 'timestamp': '2025-08-11 06:20:03'}
[2025-08-11T06:21:41.363+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Agra', 'temperature': 30.6, 'windspeed': 4.8, 'temperature_f': 87.08000000000001, 'timestamp': '2025-08-11 06:20:05'}
[2025-08-11T06:21:41.364+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Varanasi', 'temperature': 30.1, 'windspeed': 8.0, 'temperature_f': 86.18, 'timestamp': '2025-08-11 06:20:07'}
[2025-08-11T06:21:41.364+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Madurai', 'temperature': 30.7, 'windspeed': 5.4, 'temperature_f': 87.26, 'timestamp': '2025-08-11 06:20:09'}
[2025-08-11T06:21:41.365+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Coimbatore', 'temperature': 27.8, 'windspeed': 20.3, 'temperature_f': 82.04, 'timestamp': '2025-08-11 06:20:12'}
[2025-08-11T06:21:41.366+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Visakhapatnam', 'temperature': 34.0, 'windspeed': 5.2, 'temperature_f': 93.2, 'timestamp': '2025-08-11 06:20:14'}
[2025-08-11T06:21:41.367+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Ranchi', 'temperature': 29.5, 'windspeed': 8.3, 'temperature_f': 85.1, 'timestamp': '2025-08-11 06:20:16'}
[2025-08-11T06:21:41.368+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Bhubaneswar', 'temperature': 33.2, 'windspeed': 5.8, 'temperature_f': 91.76, 'timestamp': '2025-08-11 06:20:18'}
[2025-08-11T06:21:41.369+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Guwahati', 'temperature': 29.0, 'windspeed': 5.6, 'temperature_f': 84.2, 'timestamp': '2025-08-11 06:20:21'}
[2025-08-11T06:21:41.370+0000] {subprocess.py:93} INFO - ✅ Sent: {'location': 'Delhi', 'temperature': 32.5, 'windspeed': 8.6, 'temperature_f': 90.5, 'timestamp': '2025-08-11 06:20:23'}
